NUM_00,NUM_01,NUM_02,NUM_03,NUM_04,NUM_05,NUM_06,NUM_07,NUM_08,NUM_09,NUM_10,NUM_11,NUM_12,NUM_13,NUM_14,NUM_15,NUM_16,NUM_17,NUM_18,NUM_19,NUM_20,NUM_21,NUM_22,NUM_23,NUM_24,NUM_25,NUM_26,NUM_27,NUM_28,NUM_29,NUM_30,NUM_31,NUM_32,NUM_33,NUM_34,NUM_35,NUM_36,NUM_37,NUM_38,NUM_39,NUM_40,NUM_41,NUM_42,NUM_43,NUM_44,NUM_45,NUM_46,NUM_47,NUM_48,NUM_49,target
6.3633,0.8917309999999999,4.02794,86.7165,0.326079,0.0123596,2.31801,950.384,0.2400159999999999,76.4145,0.333333,0.311035,267.437,1.4987,0.425225,51.8302,2.2102,0.471379,1.65418,119.865,1.80611,0.296434,-0.455441,0.467174,11.3945,0.218492,1.17893,458.162,0.0238754,0.29404,-0.7783680000000001,-2.65634,1.2936299999999998,0.0550485,-0.0018018,137.123,-43.8996,0.1968079999999999,4.4793,0.0018018,0.108952,1.4918,5.21586,4.73268,0.2132239999999999,0.0,0.956112,0.801646,3.44762,0.1761309999999999,False
6.55089,1.39327,4.473380000000001,167.727,0.5843550000000001,0.714387,2.1179,868.34,0.284021,13.5935,0.222028,0.616134,136.71,-1.92138,0.23951,88.4456,2.33757,0.4647489999999999,-2.82497,126.879,1.63475,0.143852,-0.137431,0.242606,6.885,0.766318,1.7295900000000002,383.622,0.0264067,0.2133739999999999,-0.0662508,-2.09635,1.61783,0.133081,0.0297202999999999,208.598,7.643269999999999,-0.497204,8.206539999999999,0.0384615,0.239223,-1.82133,3.60215,3.84907,0.203484,0.117164,0.544482,0.7998069999999999,3.67637,0.119746,False
4.90238,1.13247,4.320530000000001,155.376,0.942033,0.719498,2.19078,913.554,0.4585649999999999,24.9437,0.243902,1.2429,172.16,-1.06911,0.307317,71.5904,3.35524,0.429361,-0.2540429999999999,162.704,1.65335,0.176636,-0.269186,0.269636,6.14227,1.12971,1.51616,339.446,0.0771587,0.2917,0.599842,-2.46998,1.3889200000000002,0.0875591,0.0195122,157.679,-38.7144,0.0397375,4.85715,0.0,0.165814,-0.476221,1.19995,0.544141,0.265182,0.1438559999999999,1.23784,0.867276,3.37775,0.149918,False
3.89967,0.611425,4.126,-0.423889,0.913256,0.136074,2.80785,1353.38,0.838133,11.5859,0.242931,1.2456200000000002,700.424,0.790582,0.323907,181.231,4.01773,0.490671,0.2329639999999999,13.9672,1.49634,0.123694,0.208944,0.229292,6.53763,1.625,0.374445,397.4330000000001,0.1032039999999999,0.322363,0.8162189999999999,-4.23632,1.1873,0.0975111,0.00128535,136.59,-2.76733,1.08729,2.04603,0.0,0.162182,0.281436,1.4054799999999998,-0.107314,0.303305,0.0,1.51938,0.8815069999999999,3.06672,0.2075179999999999,True
5.34464,1.14796,3.961430000000001,177.317,0.719486,0.379372,2.18216,813.945,0.256067,45.5876,0.216758,0.353465,126.09,0.276754,0.300546,47.5249,2.69167,0.394115,-0.32749,142.05,1.95612,0.15264,-0.0999263999999999,0.358332,9.78856,0.7556189999999999,1.53261,428.514,0.0354834,0.241781,-0.488342,-2.2976,1.35,0.0929411,0.00546448,184.91,-39.0729,0.2396469999999999,4.47321,0.0,0.316494,-0.0189438,5.10233,1.49499,0.217371,0.0898755,0.708397,0.802289,3.3126800000000003,0.177484,False
5.605,1.47572,4.53006,458.095,-0.993666,0.2858449999999999,1.4987,572.504,0.228094,8.29216,0.276753,1.60664,36.9687,0.123521,0.295203,46.3977,3.3716,0.480523,0.287391,48.1875,1.83776,0.176705,0.0303471,0.283421,9.11443,1.26022,1.36841,49.9852,0.0277823,0.338683,-0.479824,-1.99153,1.30419,0.112255,0.00369004,199.786,-11.5557,-0.226354,4.97816,0.0,0.157682,0.165079,4.92668,2.79335,0.193839,0.212901,0.67276,0.7135739999999999,3.56524,0.132286,True
3.06039,0.921571,4.13157,78.6144,0.5008239999999999,0.0614236,2.5008,1062.84,0.679335,20.7701,0.364211,0.80399,77.8108,1.15844,0.3557889999999999,67.9039,4.74291,0.46383,0.649518,38.0654,1.14019,0.207628,-0.781296,0.3077,5.26275,0.8446950000000001,1.03964,411.367,0.13477,0.398931,1.57677,-2.9020200000000003,0.92307,0.0450837,0.0,82.7797,-30.638,1.64975,3.82304,0.00210526,0.0985128999999999,0.268416,0.4855319999999999,0.280358,0.152585,0.159833,1.33504,0.8886959999999999,3.5676,0.291823,True
4.34765,0.720266,3.66144,45.5621,0.6860350000000001,0.0440061999999999,2.79142,949.084,0.374244,11.0828,0.198305,1.17028,195.291,1.17264,0.3542369999999999,42.5863,2.67624,0.4705,0.164302,251.716,1.85665,0.1323349999999999,0.150621,0.282304,8.48284,1.20042,1.44396,476.681,0.0429936999999999,0.290473,-0.708675,-2.34241,1.11093,0.100519,0.0,143.982,-20.4403,1.84917,1.72487,0.0,0.272765,0.6083569999999999,3.38297,1.05166,0.26381,0.0,0.7026100000000001,0.8708600000000001,3.02507,0.157055,False
4.51814,1.7527,4.46946,336.191,0.488724,0.248694,1.57118,584.481,0.302068,9.39235,0.261278,1.0279200000000002,102.392,-0.0355037,0.257519,29.3935,4.33144,0.455089,-0.676883,126.445,1.51179,0.148662,0.0162968,0.257862,6.95325,1.19681,1.10037,237.133,0.0641082,0.374184,0.3181,-2.78398,1.45774,0.0608362,0.0,151.785,-5.25758,0.56271,5.140969999999999,0.0,0.119138,0.179037,3.10635,2.92714,0.2156719999999999,0.153359,0.626512,0.804678,3.50602,0.15591,False
5.61824,1.24829,4.33073,136.225,0.77398,0.0647645999999999,2.42601,1009.22,0.4331359999999999,138.724,0.4276859999999999,0.2736679999999999,182.302,-0.115808,0.28719,31.8818,4.27148,0.428221,1.15441,166.488,1.50167,0.237248,-1.01588,0.297173,7.390680000000001,0.463808,0.709857,380.514,0.0647386,0.245378,0.261734,-3.24037,1.45407,0.0384296,0.00413223,136.047,-35.6313,0.648122,4.22613,0.00206612,0.0687986,0.426887,3.24905,3.7699,0.314184,0.136018,1.77309,0.818131,3.85434,0.1226839999999999,False
3.77528,1.974,4.2293400000000005,142.03,-0.739978,0.04881,2.12973,611.232,0.300698,5.60393,0.290667,1.2604799999999998,1.01187,1.23052,0.333333,31.2428,4.51782,0.4753949999999999,1.0445799999999998,8.45076,1.37253,0.197446,-1.16965,0.265523,5.598,1.09808,0.700997,400.4980000000001,0.0609321,0.3957469999999999,0.741784,-3.11575,0.975861,0.0624031999999999,0.0,105.466,-27.3139,3.5437199999999995,4.98904,0.0,0.122941,0.3412699999999999,1.69712,0.00143332,0.2164579999999999,0.547859,1.42409,0.8413790000000001,3.4328300000000005,0.213057,True
4.89229,1.50672,4.26789,102.482,0.940924,0.0556878,2.22951,550.69,0.279367,28.5133,0.275362,0.4384369999999999,140.614,2.52679,0.2650099999999999,17.3899,4.66571,0.432378,0.543412,131.005,1.73334,0.182513,0.0397036,0.331836,6.853860000000001,1.0717299999999998,1.33466,438.58,0.0225936,0.193281,-0.0622474,-2.62249,1.39592,0.0476404999999999,0.0,171.15,36.0009,-0.138144,4.12252,0.0,0.0815121,0.432383,4.23601,1.96019,0.383863,0.17651,0.888056,0.805013,3.27476,0.157767,False
5.6584900000000005,1.87104,4.14107,160.921,0.325945,0.463474,1.47319,474.366,0.149893,38.8197,0.228448,0.217701,93.5694,-1.60698,0.260776,66.374,1.87991,0.453717,-2.3345700000000003,144.71,1.6536799999999998,0.144816,-0.187647,0.354054,10.5856,0.728404,3.53344,414.789,0.0165862,0.257784,-0.3004739999999999,-0.8185279999999999,1.04134,0.1469339999999999,0.00215517,163.724,-9.82844,1.20391,8.782210000000001,0.0,0.295915,-0.472692,5.17425,0.795523,0.228888,0.0824056,0.535408,0.77464,3.5023,0.190998,False
5.5449,1.61008,4.2668800000000005,191.129,-0.910911,0.4508939999999999,1.68652,603.773,0.1858109999999999,16.9422,0.234469,1.19784,143.202,-0.913263,0.274549,65.1805,1.9993,0.370111,-0.957406,142.40200000000002,1.57374,0.1195339999999999,0.0824006,0.289628,10.2384,0.888509,1.70617,346.306,0.0348443,0.308647,0.1071829999999999,-2.03431,0.954173,0.170439,0.00200401,142.13299999999998,-15.0942,3.09279,5.38421,0.00200401,0.292777,-0.105999,4.43561,2.09708,0.235029,0.0,0.387075,0.699743,3.50387,0.1310329999999999,False
6.77543,2.4437900000000004,4.14545,331.915,-0.6513760000000001,0.768159,1.2292299999999998,344.186,0.0794406,7.519,0.235119,1.0894700000000002,2.85863,-3.1137,0.199405,78.6313,1.43214,0.401035,-6.820119999999999,69.5948,1.81375,0.0589663,-0.537145,0.516872,13.586,0.348006,1.55299,280.74,0.0362331,0.272556,0.17536,-1.97389,0.668629,0.261392,0.0,89.101,-12.6187,2.25066,15.6169,0.0178571,0.413255,-1.45029,7.4425,0.139846,0.2245489999999999,0.0,0.302156,0.6343880000000001,3.88647,0.132982,False
4.45027,1.07149,4.30553,305.541,0.985437,0.233005,2.01948,1074.36,0.409407,41.5314,0.251768,0.757912,117.974,0.0552058999999999,0.274399,58.2409,4.19531,0.397451,0.0419741999999999,167.707,1.7011599999999998,0.21552,-0.331018,0.330334,8.65661,0.796605,1.09248,274.819,0.0530034,0.241076,-0.430471,-2.63857,1.62498,0.0747391999999999,0.00141443,186.0,-40.7003,-0.312544,4.68394,0.0,0.164231,0.1312019999999999,3.51094,1.40355,0.242782,0.166847,0.88731,0.832358,3.36485,0.146224,False
4.1855400000000005,1.90293,4.09805,-0.94342,0.218903,0.020242,2.70343,519.058,0.2568539999999999,9.43472,0.262391,2.66797,291.828,0.716629,0.335277,62.3329,3.68031,0.458088,0.60115,3.58521,1.30466,0.1557589999999999,0.6022689999999999,0.2188369999999999,4.72887,1.72138,0.740732,489.023,0.061833,0.375973,1.39784,-2.9418,0.8086939999999999,0.1043119999999999,0.0,93.9075,4.36509,6.07733,2.83218,0.0,0.1502619999999999,0.240286,2.02769,0.785744,0.266966,0.0,1.79089,0.8568100000000001,3.2554,0.161681,True
4.32181,1.34912,4.2796,166.259,-0.325863,0.346,1.77994,622.979,0.310303,8.66821,0.218085,1.31367,37.9486,-0.389401,0.269504,43.1476,3.43517,0.485201,-0.00302448,139.994,1.80722,0.141013,0.0514178,0.285286,7.804839999999999,1.29418,0.490899,305.657,0.034491,0.28451,-0.134994,-3.73302,1.25001,0.0887088,0.0106383,168.364,-22.0262,0.00587319,3.05066,0.0,0.183704,0.00781858,3.20388,0.596118,0.312083,0.237352,0.8662549999999999,0.8171689999999999,3.157,0.150297,True
6.34314,1.57254,3.99664,176.739,0.654776,0.2144989999999999,1.84661,709.0989999999999,0.20449,79.8745,0.2746619999999999,0.55735,106.071,-0.0360211999999999,0.299807,85.1988,3.47031,0.321107,-0.153421,118.006,1.88248,0.207979,-0.149332,0.339263,11.1221,0.849628,1.1255700000000002,390.345,0.0389515999999999,0.2456199999999999,-0.375438,-1.77358,1.56752,0.124607,0.0,176.986,-38.1656,-0.0260264,3.71773,0.0,0.242826,0.338144,6.5458300000000005,3.4060900000000003,0.209848,0.124922,0.850331,0.7954680000000001,3.4361300000000004,0.140927,False
5.40797,2.0088,4.24926,250.375,-0.203782,0.11803,1.63601,546.428,0.271881,62.3166,0.319743,0.270276,118.087,0.633606,0.3326179999999999,27.44,8.09937,0.257607,0.959451,120.796,1.88699,0.17538,-0.454132,0.285904,7.657769999999999,0.991939,0.8651270000000001,245.285,0.0462873,0.321483,0.127265,-3.5584300000000004,1.60978,0.0491183,0.0128755,174.54,-17.7018,-0.148357,3.71204,0.0,0.0569285999999999,0.2029619999999999,2.9521900000000003,0.215596,0.26427,0.122524,0.85046,0.814666,3.52832,0.209,False
5.478,1.10015,4.22884,-0.90802,0.23567,0.434847,2.3016,690.4810000000001,0.2154179999999999,32.0682,0.299569,1.21697,134.83,0.590435,0.290948,22.0643,3.29578,0.422882,0.264479,176.609,1.91139,0.164963,0.878064,0.324882,7.711089999999999,1.10576,1.10472,473.6880000000001,0.011098,0.277127,-0.515055,-2.4194,1.2265700000000002,0.084882,0.00862069,140.002,-26.8183,1.7106400000000002,1.96863,0.0,0.268061,0.2182219999999999,4.71589,2.98533,0.241637,0.0478810999999999,0.608438,0.801668,3.4083300000000003,0.120393,False
