NUM_00,NUM_01,NUM_02,NUM_03,NUM_04,NUM_05,NUM_06,NUM_07,NUM_08,NUM_09,NUM_10,NUM_11,NUM_12,NUM_13,NUM_14,NUM_15,NUM_16,NUM_17,NUM_18,NUM_19,NUM_20,target
0.25064214596223,0.234914930886039,0.190642413149934,0.901263688655478,0.0784940973873784,0.930423875450391,0.791198263481497,0.101894507000273,0.686264591875541,0.561055451222093,0.537254069886997,0.760325980394984,0.0666999320377687,0.925051152844676,0.035914727324751,0.138062062904483,0.0184252903344811,0.12325601279092,0.0664559860002794,0.025152599208808,0.536689127983215,1
0.164252468883044,0.975051269181599,0.878203558369927,0.743012275795735,0.239184987876574,0.650753359311779,0.93979441149058,0.21756101637182,0.897818282105558,0.807643911549658,0.719179825043747,0.899511518148884,0.0179392848804107,0.787526718041096,0.151631330407431,0.25479324091302,0.373033355882446,0.942313381528199,0.0427693432121797,0.482995524583415,0.751658635935942,0
0.97907086158843,0.241206769681257,0.107333006136937,0.00687258554932814,0.339288824753715,0.050458132075895,0.441736490930281,0.774307677766394,0.180076848518813,0.803701011736636,0.659388234859135,0.491656507382157,0.583637616147831,0.0350713012265742,0.546542493120069,0.461214089413988,0.474308822799537,0.147392647100793,0.690075251331037,0.525954663870811,0.333335338142629,0
0.0987697518250666,0.599293013574014,0.884846735841398,0.750315219948826,0.164992485987984,0.198221990077945,0.986669060371529,0.104888871528324,0.99154409419686,0.928498219723804,0.886108053810632,0.884480933608451,0.615715947721042,0.613737678247121,0.585237968990678,0.731818021615911,0.180337173716879,0.928672484376268,0.0688552586398282,0.0969969190419949,0.662777688261118,1
0.931127628103967,0.932778441236371,0.163138724219761,0.0443660694859706,0.117649451742893,0.0535553001737283,0.035778739259443,0.846952207428197,0.0510448758247312,0.0404453200027855,0.0443205580986805,0.0283935950949398,0.77462392800499,0.0743780377761647,0.807050926177497,0.815622007605731,0.119486427349065,0.218495398988341,0.346530552970773,0.0741642216976386,0.108865175388747,1
0.220120304749278,0.31189269104796,0.525224026892653,0.74228058771815,0.898974138720147,0.779361183993831,0.757092013162211,0.242147628033497,0.69882521953029,0.374367702937686,0.171337146679273,0.666885667969592,0.981924738879629,0.857279713363314,0.872252102119012,0.987888423877295,0.853573284030109,0.3884501702775,0.0878123885957205,0.995403883432522,0.301919021302064,0
0.325930236822233,0.820446236386279,0.515082047790495,0.419519987639785,0.769196337115579,0.294360226193741,0.451326648881868,0.226553345134591,0.475445469632927,0.318406659349736,0.804809013243193,0.422209214749782,0.778440217145329,0.415027725281813,0.680499682421369,0.832048294983797,0.873714151502682,0.521122288136384,0.353296150240846,0.837125665997037,0.788307111424897,0
0.756830434473412,0.644500845430545,0.595356022331053,0.600695729744949,0.142422732418602,0.369961702342533,0.349006626523603,0.959085408145799,0.384060660166737,0.238355678696219,0.138812713352654,0.333945451850758,0.62762895265371,0.717008273287358,0.341986349318345,0.377781177024953,0.204518060588723,0.594450709327389,0.969694532168002,0.0804798870433596,0.331566592517063,0
0.110467911649198,0.324314276034457,0.47524099831623,0.310757906772177,0.874773786418198,0.675826155192748,0.817398072939935,0.287366519975868,0.853754412725885,0.941981793243515,0.992108703669322,0.803612332083463,0.56088887800551,0.433867883434065,0.373144895682305,0.311948462698545,0.833011135041048,0.56382642558223,0.829172977867422,0.734095021909357,0.874317366370827,0
0.211693928049224,0.731139699127639,0.836473775408982,0.822274310392524,1.46295650200871e-06,0.934902038199536,0.916763927521292,0.0507123787827103,0.985786985570983,0.662532099463288,0.123707430335876,0.98459733767155,0.255472994165433,0.857474650712227,0.0719300944246219,0.0548553235332665,0.0829853930990336,0.729080047110951,0.137379429911267,0.15492202724332,0.102853864926467,0
